,Membres,Missions,Compétences,Certifications,Combined
459,"Nom: Mitchell Short, Code: LPS00325209, Coefficient: 105, Profil: Confirmé, Localisation: Paris, Equipe: DSIA, Manager: Michael Li, ","[""Mission UX à 20% d'occupation chez BPCE du 2026-10-24 au 2027-01-03"", ""Mission UX à 80% d'occupation chez Bouygues du 2027-09-14 au 2028-01-15"", 'Disponible à 80% du 2026-12-13 au 2027-03-29', ""Mission UX à 20% d'occupation chez Dalkia du 2024-06-19 au 2025-05-05"", ""Mission UX à 20% d'occupation chez Enedis du 2026-01-01 au 2026-09-21"", ""Mission UX à 80% d'occupation chez Fraikin du 2025-02-21 au 2026-02-03"", ""Mission UX à 80% d'occupation chez La Poste du 2026-07-14 au 2027-01-16"", ""Mission UX à 20% d'occupation chez Société Générale du 2027-02-18 au 2027-11-05""]","['Compétent en BluePrismHubPlatform-Ctrl Room à un niveau faible', 'Compétent en Cognos à un niveau expert', 'Compétent en Fabrication de processus à un niveau expert', 'Compétent en Gestion occasions d‘affaires à un niveau très bon', 'Compétent en MS SSIS à un niveau faible', 'Compétent en SWIFT à un niveau faible']","[""Certifié Kubernetes Administrator (CKA) depuis le 2024-08-04 et jusqu'au 2027-06-26""]","Nom: Mitchell Short, Code: LPS00325209, Coefficient: 105, Profil: Confirmé, Localisation: Paris, Equipe: DSIA, Manager: Michael Li, [Mission UX à 20% d'occupation chez BPCE du 2026-10-24 au 2027-01-03, Mission UX à 80% d'occupation chez Bouygues du 2027-09-14 au 2028-01-15, 'Disponible à 80% du 2026-12-13 au 2027-03-29', Mission UX à 20% d'occupation chez Dalkia du 2024-06-19 au 2025-05-05, Mission UX à 20% d'occupation chez Enedis du 2026-01-01 au 2026-09-21, Mission UX à 80% d'occupation chez Fraikin du 2025-02-21 au 2026-02-03, Mission UX à 80% d'occupation chez La Poste du 2026-07-14 au 2027-01-16, Mission UX à 20% d'occupation chez Société Générale du 2027-02-18 au 2027-11-05], ['Compétent en BluePrismHubPlatform-Ctrl Room à un niveau faible', 'Compétent en Cognos à un niveau expert', 'Compétent en Fabrication de processus à un niveau expert', 'Compétent en Gestion occasions d‘affaires à un niveau très bon', 'Compétent en MS SSIS à un niveau faible', 'Compétent en SWIFT à un niveau faible'], [Certifié Kubernetes Administrator (CKA) depuis le 2024-08-04 et jusqu'au 2027-06-26]"
460,"Nom: Monica Hardy, Code: 499660, Coefficient: 170, Profil: Junior, Localisation: Mtp, Equipe: DSIA, Manager: George Rodriguez, ","[""Mission Informatica stambia, talend, datastage à 50% d'occupation chez COVEA du 2026-02-12 au 2026-11-30"", 'Disponible à 50% du 2025-03-02 au 2025-07-27', ""Mission Informatica stambia, talend, datastage à 50% d'occupation chez Engie du 2025-07-07 au 2026-03-21"", ""Mission Informatica stambia, talend, datastage à 50% d'occupation chez LVMH du 2024-06-02 au 2025-03-29"", ""Mission Informatica stambia, talend, datastage à 50% d'occupation chez La Poste du 2026-10-12 au 2027-10-05"", ""Mission Informatica stambia, talend, datastage à 50% d'occupation chez Orange du 2026-02-09 au 2026-03-12"", ""Mission Informatica stambia, talend, datastage à 50% d'occupation chez Société Générale du 2026-02-19 au 2026-04-10""]","['Compétent en Conception base de données à un niveau bon', 'Compétent en Management «\xa0Lean\xa0» à un niveau faible', 'Compétent en Management «\xa0Lean\xa0» à un niveau faible', 'Compétent en SAS Enterprise Guide à un niveau expert', 'Compétent en Selenium à un niveau très bon', 'Compétent en Épargne et investissements à un niveau bon']","[""Certifié Conception responsable (SDESIGN) depuis le 2019-08-30 et jusqu'au 2021-08-16"", ""Certifié ServiceNow MC Configure CMDB (SNMCCMDB) depuis le 2024-06-21 et jusqu'au 2026-07-11""]","Nom: Monica Hardy, Code: 499660, Coefficient: 170, Profil: Junior, Localisation: Mtp, Equipe: DSIA, Manager: George Rodriguez, [Mission Informatica stambia, talend, datastage à 50% d'occupation chez COVEA du 2026-02-12 au 2026-11-30, 'Disponible à 50% du 2025-03-02 au 2025-07-27', Mission Informatica stambia, talend, datastage à 50% d'occupation chez Engie du 2025-07-07 au 2026-03-21, Mission Informatica stambia, talend, datastage à 50% d'occupation chez LVMH du 2024-06-02 au 2025-03-29, Mission Informatica stambia, talend, datastage à 50% d'occupation chez La Poste du 2026-10-12 au 2027-10-05, Mission Informatica stambia, talend, datastage à 50% d'occupation chez Orange du 2026-02-09 au 2026-03-12, Mission Informatica stambia, talend, datastage à 50% d'occupation chez Société Générale du 2026-02-19 au 2026-04-10], ['Compétent en Conception base de données à un niveau bon', 'Compétent en Management «\xa0Lean\xa0» à un niveau faible', 'Compétent en Management «\xa0Lean\xa0» à un niveau faible', 'Compétent en SAS Enterprise Guide à un niveau expert', 'Compétent en Selenium à un niveau très bon', 'Compétent en Épargne et investissements à un niveau bon'], [Certifié Conception responsable (SDESIGN) depuis le 2019-08-30 et jusqu'au 2021-08-16, Certifié ServiceNow MC Configure CMDB (SNMCCMDB) depuis le 2024-06-21 et jusqu'au 2026-07-11]"
461,"Nom: Monica Hernandez, Code: 501695, Coefficient: 170, Profil: Confirmé, Localisation: Paris, Equipe: Data Management, Manager: Robert Mcguire, ","[""Mission MsBI/BO à 50% d'occupation chez Club Med du 2024-02-20 au 2024-11-16"", 'Disponible à 50% du 2024-09-16 au 2025-08-03', ""Mission MsBI/BO à 50% d'occupation chez LVMH du 2025-07-13 au 2026-06-14""]","[""Mission MsBI/BO à 50% d'occupation chez LVMH du 2025-07-13 au 2026-06-14"", 'Compétent en Affectation des tickets à un niveau faible', 'Compétent en Affectation des tickets à un niveau faible', 'Compétent en Développement back end à un niveau bon', 'Compétent en Motivation à un niveau faible', 'Compétent en Télécommunications à un niveau faible']","[""Certifié Lean IT Foundation by LITA (12285) depuis le 2024-02-07 et jusqu'au 2025-05-25"", ""Certifié Salesforce Cert OmniStudioCons (SFCOSCON) depuis le 2023-07-25 et jusqu'au 2026-05-20"", ""Certifié Salesforce Cert OmniStudio Dev (SFCOSDEV) depuis le 2021-04-27 et jusqu'au 2023-11-01""]","Nom: Monica Hernandez, Code: 501695, Coefficient: 170, Profil: Confirmé, Localisation: Paris, Equipe: Data Management, Manager: Robert Mcguire, [Mission MsBI/BO à 50% d'occupation chez Club Med du 2024-02-20 au 2024-11-16, 'Disponible à 50% du 2024-09-16 au 2025-08-03', Mission MsBI/BO à 50% d'occupation chez LVMH du 2025-07-13 au 2026-06-14], [Mission MsBI/BO à 50% d'occupation chez LVMH du 2025-07-13 au 2026-06-14, 'Compétent en Affectation des tickets à un niveau faible', 'Compétent en Affectation des tickets à un niveau faible', 'Compétent en Développement back end à un niveau bon', 'Compétent en Motivation à un niveau faible', 'Compétent en Télécommunications à un niveau faible'], [Certifié Lean IT Foundation by LITA (12285) depuis le 2024-02-07 et jusqu'au 2025-05-25, Certifié Salesforce Cert OmniStudioCons (SFCOSCON) depuis le 2023-07-25 et jusqu'au 2026-05-20, Certifié Salesforce Cert OmniStudio Dev (SFCOSDEV) depuis le 2021-04-27 et jusqu'au 2023-11-01]"
462,"Nom: Monique Johnson, Code: 464121, Coefficient: 100, Profil: Junior, Localisation: Mtp, Equipe: Data Integration, Manager: William Bell, ","[""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2026-07-25 au 2027-05-10"", 'Disponible à 80% du 2025-09-19 au 2026-07-09', ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Dalkia du 2024-10-27 au 2025-10-13"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Engie du 2027-03-14 au 2027-07-13"", ""Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez La Poste du 2024-08-28 au 2024-12-17"", ""Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Société Générale du 2024-01-21 au 2024-10-15"", 'En congés à 100% du 2026-07-10 au 2026-07-24']","['En congés à 100% du 2026-07-10 au 2026-07-24', 'En congés à 100% du 2026-07-10 au 2026-07-24', 'En congés à 100% du 2026-07-10 au 2026-07-24', 'Compétent en Recherche opérationnelle à un niveau expert', 'Compétent en SAP ABAP à un niveau expert', 'Compétent en SAP ABAP à un niveau expert']","[""Certifié BusinessAnalysis:IIBA ProLv (CBAP) depuis le 2022-02-27 et jusqu'au 2024-12-29"", ""Certifié Scrum Master Certified (CSM) depuis le 2021-08-03 et jusqu'au 2023-05-05""]","Nom: Monique Johnson, Code: 464121, Coefficient: 100, Profil: Junior, Localisation: Mtp, Equipe: Data Integration, Manager: William Bell, [Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Bouygues du 2026-07-25 au 2027-05-10, 'Disponible à 80% du 2025-09-19 au 2026-07-09', Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Dalkia du 2024-10-27 au 2025-10-13, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez Engie du 2027-03-14 au 2027-07-13, Mission Power BI, Azure, BO, Qlik à 80% d'occupation chez La Poste du 2024-08-28 au 2024-12-17, Mission Power BI, Azure, BO, Qlik à 20% d'occupation chez Société Générale du 2024-01-21 au 2024-10-15, 'En congés à 100% du 2026-07-10 au 2026-07-24'], ['En congés à 100% du 2026-07-10 au 2026-07-24', 'En congés à 100% du 2026-07-10 au 2026-07-24', 'En congés à 100% du 2026-07-10 au 2026-07-24', 'Compétent en Recherche opérationnelle à un niveau expert', 'Compétent en SAP ABAP à un niveau expert', 'Compétent en SAP ABAP à un niveau expert'], [Certifié BusinessAnalysis:IIBA ProLv (CBAP) depuis le 2022-02-27 et jusqu'au 2024-12-29, Certifié Scrum Master Certified (CSM) depuis le 2021-08-03 et jusqu'au 2023-05-05]"
463,"Nom: Morgan Coleman, Code: 465417, Coefficient: 150, Profil: Sénior, Localisation: Mtp, Equipe: DataViz, Manager: Daniel Rhodes, ","[""Mission UX à 20% d'occupation chez Fraikin du 2024-04-22 au 2025-03-20"", ""Mission UX à 80% d'occupation chez LVMH du 2024-03-07 au 2024-05-12"", 'En congés à 100% du 2025-03-21 au 2025-04-04']","['Compétent en Architecture en nuage publique à un niveau faible', 'Compétent en Gestion RH – Recrut./dotation à un niveau expert', 'Compétent en MySQL Workbench à un niveau faible', 'Compétent en MySQL Workbench à un niveau faible', 'Compétent en SWIFT à un niveau faible', 'Compétent en Syst. de gestion du changement à un niveau faible']","[""Certifié PM Level 2 (CGI) (CGIPM2) depuis le 2023-05-12 et jusqu'au 2025-05-04"", ""Certifié Leading SAFe (SAF) depuis le 2024-08-25 et jusqu'au 2026-08-31"", ""Certifié Design et prototypage d'IU/UdC (UX-UIFD) depuis le 2022-05-18 et jusqu'au 2025-02-21""]","Nom: Morgan Coleman, Code: 465417, Coefficient: 150, Profil: Sénior, Localisation: Mtp, Equipe: DataViz, Manager: Daniel Rhodes, [Mission UX à 20% d'occupation chez Fraikin du 2024-04-22 au 2025-03-20, Mission UX à 80% d'occupation chez LVMH du 2024-03-07 au 2024-05-12, 'En congés à 100% du 2025-03-21 au 2025-04-04'], ['Compétent en Architecture en nuage publique à un niveau faible', 'Compétent en Gestion RH – Recrut./dotation à un niveau expert', 'Compétent en MySQL Workbench à un niveau faible', 'Compétent en MySQL Workbench à un niveau faible', 'Compétent en SWIFT à un niveau faible', 'Compétent en Syst. de gestion du changement à un niveau faible'], [Certifié PM Level 2 (CGI) (CGIPM2) depuis le 2023-05-12 et jusqu'au 2025-05-04, Certifié Leading SAFe (SAF) depuis le 2024-08-25 et jusqu'au 2026-08-31, Certifié Design et prototypage d'IU/UdC (UX-UIFD) depuis le 2022-05-18 et jusqu'au 2025-02-21]"
464,"Nom: Mr. Curtis Soto, Code: 485937, Coefficient: 105, Profil: Expert, Localisation: Mtp, Equipe: Data Management, Manager: Sean Rose, ","[""Mission UX à 80% d'occupation chez Bouygues du 2023-11-12 au 2024-08-02"", ""Mission UX à 20% d'occupation chez Dalkia du 2024-06-30 au 2024-12-23"", ""Mission UX à 20% d'occupation chez Fraikin du 2023-09-19 au 2024-01-13""]","[""Mission UX à 20% d'occupation chez Fraikin du 2023-09-19 au 2024-01-13"", 'Compétent en Apache Tomcat à un niveau faible', 'Compétent en Intelligence artificielle à un niveau bon', 'Compétent en JavaScript à un niveau expert', 'Compétent en SAP Business Warehouse (BW) à un niveau bon', 'Compétent en Souci du détail à un niveau très bon', 'Compétent en Swagger à un niveau expert']","[""Certifié MS - BI Reporting (MSBIR) depuis le 2023-02-13 et jusqu'au 2025-07-12"", ""Certifié Prince2 Agile (P2AGILE) depuis le 2021-08-25 et jusqu'au 2022-11-29"", ""Certifié Prof gestion de projet (PMP) (PMP) depuis le 2023-12-07 et jusqu'au 2025-03-05""]","Nom: Mr. Curtis Soto, Code: 485937, Coefficient: 105, Profil: Expert, Localisation: Mtp, Equipe: Data Management, Manager: Sean Rose, [Mission UX à 80% d'occupation chez Bouygues du 2023-11-12 au 2024-08-02, Mission UX à 20% d'occupation chez Dalkia du 2024-06-30 au 2024-12-23, Mission UX à 20% d'occupation chez Fraikin du 2023-09-19 au 2024-01-13], [Mission UX à 20% d'occupation chez Fraikin du 2023-09-19 au 2024-01-13, 'Compétent en Apache Tomcat à un niveau faible', 'Compétent en Intelligence artificielle à un niveau bon', 'Compétent en JavaScript à un niveau expert', 'Compétent en SAP Business Warehouse (BW) à un niveau bon', 'Compétent en Souci du détail à un niveau très bon', 'Compétent en Swagger à un niveau expert'], [Certifié MS - BI Reporting (MSBIR) depuis le 2023-02-13 et jusqu'au 2025-07-12, Certifié Prince2 Agile (P2AGILE) depuis le 2021-08-25 et jusqu'au 2022-11-29, Certifié Prof gestion de projet (PMP) (PMP) depuis le 2023-12-07 et jusqu'au 2025-03-05]"
465,"Nom: Mr. Gordon Keller, Code: LPS00268743, Coefficient: 150, Profil: Confirmé, Localisation: Mtp, Equipe: TALEND, Manager: Audrey Richards, ","[""Mission Data Ing + Data S. à 80% d'occupation chez Club Med du 2024-05-15 au 2025-01-24"", 'Disponible à 20% du 2023-10-21 au 2024-07-02', ""Mission Data Ing + Data S. à 50% d'occupation chez Dalkia du 2025-10-04 au 2026-06-25"", ""Mission Data Ing + Data S. à 20% d'occupation chez Engie du 2024-11-04 au 2025-09-18"", ""Mission Data Ing + Data S. à 80% d'occupation chez Fraikin du 2023-10-03 au 2023-12-23"", 'En congés à 100% du 2025-09-19 au 2025-10-03']","['En congés à 100% du 2025-09-19 au 2025-10-03', 'Compétent en Data AI Model à un niveau bon', 'Compétent en Design conversationnel à un niveau faible', 'Compétent en Gestion financière à un niveau bon', 'Compétent en Intelligence émotionnelle à un niveau très bon', 'Compétent en WinSCP à un niveau bon', 'Compétent en XML à un niveau bon']","[""Certifié Certified Scrum Professional (CSP) depuis le 2024-01-02 et jusqu'au 2026-05-18"", ""Certifié Microsoft PowerPlatFuncConsAss (PLPDFCA) depuis le 2023-10-23 et jusqu'au 2025-11-29""]","Nom: Mr. Gordon Keller, Code: LPS00268743, Coefficient: 150, Profil: Confirmé, Localisation: Mtp, Equipe: TALEND, Manager: Audrey Richards, [Mission Data Ing + Data S. à 80% d'occupation chez Club Med du 2024-05-15 au 2025-01-24, 'Disponible à 20% du 2023-10-21 au 2024-07-02', Mission Data Ing + Data S. à 50% d'occupation chez Dalkia du 2025-10-04 au 2026-06-25, Mission Data Ing + Data S. à 20% d'occupation chez Engie du 2024-11-04 au 2025-09-18, Mission Data Ing + Data S. à 80% d'occupation chez Fraikin du 2023-10-03 au 2023-12-23, 'En congés à 100% du 2025-09-19 au 2025-10-03'], ['En congés à 100% du 2025-09-19 au 2025-10-03', 'Compétent en Data AI Model à un niveau bon', 'Compétent en Design conversationnel à un niveau faible', 'Compétent en Gestion financière à un niveau bon', 'Compétent en Intelligence émotionnelle à un niveau très bon', 'Compétent en WinSCP à un niveau bon', 'Compétent en XML à un niveau bon'], [Certifié Certified Scrum Professional (CSP) depuis le 2024-01-02 et jusqu'au 2026-05-18, Certifié Microsoft PowerPlatFuncConsAss (PLPDFCA) depuis le 2023-10-23 et jusqu'au 2025-11-29]"
466,"Nom: Mr. Jacob Smith, Code: 451450, Coefficient: 105, Profil: Sénior, Localisation: Tours, Equipe: MSBI, Manager: Jeremy Cooper, ","[""Mission Informatica stambia, talend, datastage à 90% d'occupation chez Club Med du 2025-04-10 au 2025-10-24"", ""Mission Informatica stambia, talend, datastage à 10% d'occupation chez Engie du 2024-08-14 au 2025-04-28"", ""Mission Informatica stambia, talend, datastage à 10% d'occupation chez La Poste du 2025-08-09 au 2026-01-14"", ""Mission Informatica stambia, talend, datastage à 90% d'occupation chez Orange du 2024-08-29 au 2024-09-25"", ""Mission Informatica stambia, talend, datastage à 90% d'occupation chez Société Générale du 2025-11-05 au 2026-01-28"", 'En congés à 100% du 2024-08-14 au 2024-08-28']","['Compétent en Agile à un niveau bon', 'Compétent en Axway à un niveau bon', 'Compétent en Gestion de la compétence à un niveau faible', 'Compétent en Gestion expérience client à un niveau bon', 'Compétent en JMS à un niveau bon', 'Compétent en JMS à un niveau bon']","[""Certifié ITIL 4 Foundation (ITILV4) depuis le 2022-02-22 et jusqu'au 2023-07-05"", ""Certifié Oracle JAVA SE prog  prof (OCP JSE) depuis le 2022-05-19 et jusqu'au 2024-05-20""]","Nom: Mr. Jacob Smith, Code: 451450, Coefficient: 105, Profil: Sénior, Localisation: Tours, Equipe: MSBI, Manager: Jeremy Cooper, [Mission Informatica stambia, talend, datastage à 90% d'occupation chez Club Med du 2025-04-10 au 2025-10-24, Mission Informatica stambia, talend, datastage à 10% d'occupation chez Engie du 2024-08-14 au 2025-04-28, Mission Informatica stambia, talend, datastage à 10% d'occupation chez La Poste du 2025-08-09 au 2026-01-14, Mission Informatica stambia, talend, datastage à 90% d'occupation chez Orange du 2024-08-29 au 2024-09-25, Mission Informatica stambia, talend, datastage à 90% d'occupation chez Société Générale du 2025-11-05 au 2026-01-28, 'En congés à 100% du 2024-08-14 au 2024-08-28'], ['Compétent en Agile à un niveau bon', 'Compétent en Axway à un niveau bon', 'Compétent en Gestion de la compétence à un niveau faible', 'Compétent en Gestion expérience client à un niveau bon', 'Compétent en JMS à un niveau bon', 'Compétent en JMS à un niveau bon'], [Certifié ITIL 4 Foundation (ITILV4) depuis le 2022-02-22 et jusqu'au 2023-07-05, Certifié Oracle JAVA SE prog  prof (OCP JSE) depuis le 2022-05-19 et jusqu'au 2024-05-20]"
467,"Nom: Mr. Thomas Jefferson, Code: 476570, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: Data Integration, Manager: Olivia Villegas, ","[""Mission Talend, Talend BD à 20% d'occupation chez COVEA du 2024-09-16 au 2025-01-18"", ""Mission Talend, Talend BD à 80% d'occupation chez Club Med du 2024-01-03 au 2024-11-11"", ""Mission Talend, Talend BD à 10% d'occupation chez Engie du 2025-01-24 au 2025-01-25"", ""Mission Talend, Talend BD à 90% d'occupation chez LVMH du 2025-02-03 au 2025-04-01"", 'En congés à 100% du 2025-01-19 au 2025-02-02']","['Compétent en Microservices à un niveau faible', 'Compétent en PeopleSoft App. Designer à un niveau expert', 'Compétent en SAP ABAP OO/Objets à un niveau faible', 'Compétent en SQL Server Management à un niveau expert']","[""Certifié AWS Solution Architect (AWSSOARC) depuis le 2023-06-25 et jusqu'au 2025-03-07"", ""Certifié ServiceNow MC PredictiveIntell (SNMCPI) depuis le 2020-11-27 et jusqu'au 2022-08-27""]","Nom: Mr. Thomas Jefferson, Code: 476570, Coefficient: 100, Profil: Junior, Localisation: Paris, Equipe: Data Integration, Manager: Olivia Villegas, [Mission Talend, Talend BD à 20% d'occupation chez COVEA du 2024-09-16 au 2025-01-18, Mission Talend, Talend BD à 80% d'occupation chez Club Med du 2024-01-03 au 2024-11-11, Mission Talend, Talend BD à 10% d'occupation chez Engie du 2025-01-24 au 2025-01-25, Mission Talend, Talend BD à 90% d'occupation chez LVMH du 2025-02-03 au 2025-04-01, 'En congés à 100% du 2025-01-19 au 2025-02-02'], ['Compétent en Microservices à un niveau faible', 'Compétent en PeopleSoft App. Designer à un niveau expert', 'Compétent en SAP ABAP OO/Objets à un niveau faible', 'Compétent en SQL Server Management à un niveau expert'], [Certifié AWS Solution Architect (AWSSOARC) depuis le 2023-06-25 et jusqu'au 2025-03-07, Certifié ServiceNow MC PredictiveIntell (SNMCPI) depuis le 2020-11-27 et jusqu'au 2022-08-27]"
468,"Nom: Mrs. Diana Lawson, Code: 474713, Coefficient: 170, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Sharon Jones, ","[""Mission Data Ing + Data S. à 50% d'occupation chez Bouygues du 2026-10-21 au 2027-03-24"", ""Mission Data Ing + Data S. à 50% d'occupation chez COVEA du 2027-03-03 au 2027-04-24"", ""Mission Data Ing + Data S. à 50% d'occupation chez Club Med du 2024-12-23 au 2025-10-06"", ""Mission Data Ing + Data S. à 50% d'occupation chez Enedis du 2026-01-09 au 2026-12-14"", ""Mission Data Ing + Data S. à 50% d'occupation chez Engie du 2025-09-21 au 2026-02-24"", ""Mission Data Ing + Data S. à 50% d'occupation chez La Poste du 2024-04-15 au 2025-02-17"", ""Mission Data Ing + Data S. à 50% d'occupation chez Orange du 2025-01-16 au 2025-03-14""]","['Compétent en AWS Glue à un niveau expert', 'Compétent en Gestion risques opérationnels à un niveau expert', 'Compétent en JMS à un niveau faible', 'Compétent en Looker à un niveau expert', 'Compétent en Oracle Forms à un niveau très bon', 'Compétent en Rédacteur technique à un niveau très bon']","[""Certifié Google Cloud Digital Leader (GCLOUDDL) depuis le 2024-07-05 et jusqu'au 2026-09-10"", ""Certifié Prof gestion de projet (PMP) (PMP) depuis le 2019-11-25 et jusqu'au 2021-08-27""]","Nom: Mrs. Diana Lawson, Code: 474713, Coefficient: 170, Profil: Confirmé, Localisation: Paris, Equipe: TALEND, Manager: Sharon Jones, [Mission Data Ing + Data S. à 50% d'occupation chez Bouygues du 2026-10-21 au 2027-03-24, Mission Data Ing + Data S. à 50% d'occupation chez COVEA du 2027-03-03 au 2027-04-24, Mission Data Ing + Data S. à 50% d'occupation chez Club Med du 2024-12-23 au 2025-10-06, Mission Data Ing + Data S. à 50% d'occupation chez Enedis du 2026-01-09 au 2026-12-14, Mission Data Ing + Data S. à 50% d'occupation chez Engie du 2025-09-21 au 2026-02-24, Mission Data Ing + Data S. à 50% d'occupation chez La Poste du 2024-04-15 au 2025-02-17, Mission Data Ing + Data S. à 50% d'occupation chez Orange du 2025-01-16 au 2025-03-14], ['Compétent en AWS Glue à un niveau expert', 'Compétent en Gestion risques opérationnels à un niveau expert', 'Compétent en JMS à un niveau faible', 'Compétent en Looker à un niveau expert', 'Compétent en Oracle Forms à un niveau très bon', 'Compétent en Rédacteur technique à un niveau très bon'], [Certifié Google Cloud Digital Leader (GCLOUDDL) depuis le 2024-07-05 et jusqu'au 2026-09-10, Certifié Prof gestion de projet (PMP) (PMP) depuis le 2019-11-25 et jusqu'au 2021-08-27]"
469,"Nom: Mrs. Victoria Smith, Code: 496088, Coefficient: 150, Profil: Confirmé, Localisation: Tours, Equipe: DataViz, Manager: Derek Howard, ","[""Mission Pilotage BT à 80% d'occupation chez BPCE du 2024-05-13 au 2024-09-24"", 'Disponible à 20% du 2024-02-12 au 2024-08-02', ""Mission Pilotage BT à 80% d'occupation chez Société Générale du 2024-01-23 au 2024-03-27""]","[""Mission Pilotage BT à 80% d'occupation chez Société Générale du 2024-01-23 au 2024-03-27"", 'Compétent en Cybersécurité à un niveau faible', 'Compétent en Elastic Suite à un niveau très bon', 'Compétent en Finances et comptabilité à un niveau très bon', 'Compétent en Oracle BDD à un niveau faible', 'Compétent en Oracle BDD à un niveau faible', 'Compétent en Écoute active&Communication à un niveau faible']","[""Certifié Microsoft D365 SalesFuncConAss (D365SFCA) depuis le 2023-09-27 et jusqu'au 2026-03-08"", ""Certifié SCRUM Product Owner (DK) (DKSCRUMO) depuis le 2022-12-31 et jusqu'au 2025-02-13"", ""Certifié SAFe AgileSoftware Engineering (SASE) depuis le 2021-01-26 et jusqu'au 2023-05-27""]","Nom: Mrs. Victoria Smith, Code: 496088, Coefficient: 150, Profil: Confirmé, Localisation: Tours, Equipe: DataViz, Manager: Derek Howard, [Mission Pilotage BT à 80% d'occupation chez BPCE du 2024-05-13 au 2024-09-24, 'Disponible à 20% du 2024-02-12 au 2024-08-02', Mission Pilotage BT à 80% d'occupation chez Société Générale du 2024-01-23 au 2024-03-27], [Mission Pilotage BT à 80% d'occupation chez Société Générale du 2024-01-23 au 2024-03-27, 'Compétent en Cybersécurité à un niveau faible', 'Compétent en Elastic Suite à un niveau très bon', 'Compétent en Finances et comptabilité à un niveau très bon', 'Compétent en Oracle BDD à un niveau faible', 'Compétent en Oracle BDD à un niveau faible', 'Compétent en Écoute active&Communication à un niveau faible'], [Certifié Microsoft D365 SalesFuncConAss (D365SFCA) depuis le 2023-09-27 et jusqu'au 2026-03-08, Certifié SCRUM Product Owner (DK) (DKSCRUMO) depuis le 2022-12-31 et jusqu'au 2025-02-13, Certifié SAFe AgileSoftware Engineering (SASE) depuis le 2021-01-26 et jusqu'au 2023-05-27]"
470,"Nom: Ms. Brianna Bell, Code: LPS00272196, Coefficient: 170, Profil: Confirmé, Localisation: Tours, Equipe: Cloud Azure, Manager: Janice Ayers, ","[""Mission DevOps à 50% d'occupation chez Bouygues du 2025-02-22 au 2025-09-08"", ""Mission DevOps à 50% d'occupation chez COVEA du 2023-12-09 au 2024-08-04"", ""Mission DevOps à 50% d'occupation chez Dalkia du 2024-05-18 au 2025-01-19"", ""Mission DevOps à 50% d'occupation chez Fraikin du 2025-08-03 au 2026-03-10"", ""Mission DevOps à 50% d'occupation chez LVMH du 2024-11-06 au 2024-11-08"", ""Mission DevOps à 50% d'occupation chez Orange du 2024-09-08 au 2025-05-16"", ""Mission DevOps à 50% d'occupation chez Société Générale du 2026-01-06 au 2026-11-27""]","['Compétent en Atlassian JIRA à un niveau bon', 'Compétent en Cartographie des données à un niveau bon', 'Compétent en Intelligence émotionnelle à un niveau expert', 'Compétent en Intelligence émotionnelle à un niveau expert', 'Compétent en Scikit-Learn à un niveau expert', 'Compétent en Scikit-Learn à un niveau expert', 'Compétent en UiPath à un niveau bon']","[""Certifié BPMwith ARIS’ (Software AG) (BPM-SA) depuis le 2023-02-18 et jusqu'au 2025-11-20"", ""Certifié Scaled Agilist Certified (SAFECSAG) depuis le 2024-01-16 et jusqu'au 2025-10-05""]","Nom: Ms. Brianna Bell, Code: LPS00272196, Coefficient: 170, Profil: Confirmé, Localisation: Tours, Equipe: Cloud Azure, Manager: Janice Ayers, [Mission DevOps à 50% d'occupation chez Bouygues du 2025-02-22 au 2025-09-08, Mission DevOps à 50% d'occupation chez COVEA du 2023-12-09 au 2024-08-04, Mission DevOps à 50% d'occupation chez Dalkia du 2024-05-18 au 2025-01-19, Mission DevOps à 50% d'occupation chez Fraikin du 2025-08-03 au 2026-03-10, Mission DevOps à 50% d'occupation chez LVMH du 2024-11-06 au 2024-11-08, Mission DevOps à 50% d'occupation chez Orange du 2024-09-08 au 2025-05-16, Mission DevOps à 50% d'occupation chez Société Générale du 2026-01-06 au 2026-11-27], ['Compétent en Atlassian JIRA à un niveau bon', 'Compétent en Cartographie des données à un niveau bon', 'Compétent en Intelligence émotionnelle à un niveau expert', 'Compétent en Intelligence émotionnelle à un niveau expert', 'Compétent en Scikit-Learn à un niveau expert', 'Compétent en Scikit-Learn à un niveau expert', 'Compétent en UiPath à un niveau bon'], [Certifié BPMwith ARIS’ (Software AG) (BPM-SA) depuis le 2023-02-18 et jusqu'au 2025-11-20, Certifié Scaled Agilist Certified (SAFECSAG) depuis le 2024-01-16 et jusqu'au 2025-10-05]"
