Localisation,COEFF_F212,PROFIL,Nom,Missions_en_cours,Competences,Date_Demarrage,Date_de_fin,Tx_occup,Stream_BT
Mtp,170,Sénior,Anthony Walker,LVMH,"Talend, Talend BD",2023-10-06,2024-05-14,0.5,TALEND
Mtp,170,Sénior,Anthony Walker,Enedis,"Talend, Talend BD",2024-03-19,2024-09-22,0.5,TALEND
Mtp,170,Sénior,Anthony Walker,DISPO ICE,"Talend, Talend BD",2024-08-12,2024-10-16,0.5,TALEND
Mtp,170,Sénior,Anthony Walker,COVEA,"Talend, Talend BD",2024-09-14,2025-02-16,0.5,TALEND
Mtp,170,Sénior,Anthony Walker,BPCE,"Talend, Talend BD",2025-01-04,2025-05-03,0.5,TALEND
Mtp,170,Sénior,Anthony Walker,congés,"Talend, Talend BD",2025-05-04,2025-05-18,1.0,TALEND
Mtp,170,Sénior,Anthony Walker,Orange,"Talend, Talend BD",2025-05-19,2026-03-18,0.4,TALEND
Mtp,170,Sénior,Anthony Walker,Club Med,"Talend, Talend BD",2026-01-29,2026-10-07,0.6,TALEND
Paris,150,Sénior,Dr. John Morris DDS,Dalkia,UX,2024-01-06,2024-05-15,0.5,Data Integration
Paris,150,Sénior,Dr. John Morris DDS,congés,UX,2024-05-16,2024-05-30,1.0,Data Integration
Paris,150,Sénior,Dr. John Morris DDS,Enedis,UX,2024-05-31,2025-03-12,0.1,Data Integration
Paris,150,Sénior,Dr. John Morris DDS,Bouygues,UX,2025-02-03,2025-04-23,0.9,Data Integration
Paris,150,Sénior,Amanda Cuevas,Fraikin,UX,2024-01-14,2024-04-29,0.2,Data Integration
Paris,150,Sénior,Amanda Cuevas,Orange,UX,2024-02-06,2024-07-14,0.8,Data Integration
Paris,150,Sénior,Amanda Cuevas,Dalkia,UX,2024-06-20,2024-08-13,0.2,Data Integration
Mtp,100,Confirmé,Christopher Rodriguez,BPCE,"Power BI, Azure, BO, Qlik",2024-04-03,2024-09-17,0.8,ODI
Mtp,100,Confirmé,Christopher Rodriguez,Orange,"Power BI, Azure, BO, Qlik",2024-07-01,2025-06-14,0.2,ODI
Mtp,100,Confirmé,Christopher Rodriguez,DISPO ICE,"Power BI, Azure, BO, Qlik",2025-03-26,2025-04-06,0.8,ODI
Mtp,100,Confirmé,Christopher Rodriguez,Société Générale,"Power BI, Azure, BO, Qlik",2025-02-08,2025-09-06,0.2,ODI
Mtp,100,Confirmé,Christopher Rodriguez,Bouygues,"Power BI, Azure, BO, Qlik",2025-06-20,2025-09-28,0.8,ODI
Mtp,100,Confirmé,Christopher Rodriguez,Engie,"Power BI, Azure, BO, Qlik",2025-08-19,2025-11-27,0.2,ODI
Paris,115,Expert,Jennifer Love,COVEA,Pilotage BT,2024-02-18,2024-04-14,0.8,DataViz
Paris,115,Expert,Jennifer Love,Club Med,Pilotage BT,2024-01-23,2024-02-22,0.2,DataViz
Paris,115,Expert,Jennifer Love,BPCE,Pilotage BT,2024-01-23,2024-10-14,0.8,DataViz
Paris,115,Expert,Jennifer Love,LVMH,Pilotage BT,2024-07-28,2024-09-04,0.2,DataViz
Paris,115,Expert,Jennifer Love,Bouygues,Pilotage BT,2024-06-14,2025-06-12,0.8,DataViz
Paris,115,Expert,Jennifer Love,La Poste,Pilotage BT,2025-04-28,2025-07-07,0.2,DataViz
Mtp,115,Expert,Kathleen Holden,Société Générale,"Talend, Talend BD",2024-05-13,2025-02-09,0.5,MSBI
Mtp,115,Expert,Kathleen Holden,Club Med,"Talend, Talend BD",2025-01-12,2025-12-09,0.5,MSBI
Mtp,115,Expert,Kathleen Holden,Dalkia,"Talend, Talend BD",2025-11-20,2026-04-08,0.5,MSBI
Mtp,115,Expert,Kathleen Holden,Enedis,"Talend, Talend BD",2026-01-28,2026-11-01,0.5,MSBI
Mtp,170,Confirmé,Deanna Rice,congés,"Informatica stambia, talend, datastage",2023-11-12,2023-11-26,1.0,MSBI
Mtp,170,Confirmé,Deanna Rice,Société Générale,"Informatica stambia, talend, datastage",2023-11-27,2024-10-03,0.3,MSBI
Mtp,170,Confirmé,Deanna Rice,La Poste,"Informatica stambia, talend, datastage",2024-08-09,2025-07-19,0.7,MSBI
Mtp,170,Confirmé,Deanna Rice,Club Med,"Informatica stambia, talend, datastage",2025-04-29,2026-03-13,0.3,MSBI
Mtp,170,Confirmé,Deanna Rice,Fraikin,"Informatica stambia, talend, datastage",2026-01-31,2026-04-05,0.7,MSBI
Mtp,170,Confirmé,Deanna Rice,Dalkia,"Informatica stambia, talend, datastage",2026-03-07,2026-07-03,0.3,MSBI
Mtp,105,Confirmé,Lucas Martin,Bouygues,Direction de projet,2024-03-10,2024-04-17,0.5,DataViz
Mtp,105,Confirmé,Lucas Martin,La Poste,Direction de projet,2024-03-26,2025-01-01,0.5,DataViz
Mtp,105,Confirmé,Lucas Martin,Société Générale,Direction de projet,2024-12-16,2025-09-21,0.5,DataViz
Mtp,105,Confirmé,Lucas Martin,Dalkia,Direction de projet,2025-09-02,2026-05-19,0.5,DataViz
Mtp,105,Confirmé,Lucas Martin,Orange,Direction de projet,2026-03-06,2027-03-02,0.5,DataViz
Mtp,170,Expert,David Meyer,LVMH,MsBI/BO,2023-11-09,2023-12-17,0.2,Data Integration
Mtp,170,Expert,David Meyer,Orange,MsBI/BO,2023-11-09,2024-10-27,0.8,Data Integration
Mtp,170,Expert,David Meyer,Club Med,MsBI/BO,2024-08-15,2024-10-20,0.2,Data Integration
Mtp,170,Expert,David Meyer,Dalkia,MsBI/BO,2024-09-06,2025-04-11,0.8,Data Integration
Mtp,170,Expert,David Meyer,BPCE,MsBI/BO,2025-02-01,2025-03-08,0.2,Data Integration
Mtp,170,Expert,David Meyer,congés,MsBI/BO,2025-03-09,2025-03-23,1.0,Data Integration
Mtp,170,Expert,David Meyer,Bouygues,MsBI/BO,2025-03-24,2025-12-18,0.7,Data Integration
Mtp,170,Expert,David Meyer,COVEA,MsBI/BO,2025-10-09,2026-10-07,0.3,Data Integration
Tours,100,Expert,Maureen Woodward,Bouygues,Cybersecurity,2024-07-30,2024-09-18,0.5,Cloud Azure
Tours,100,Expert,Maureen Woodward,Fraikin,Cybersecurity,2024-07-01,2024-08-31,0.5,Cloud Azure
Tours,100,Expert,Maureen Woodward,DISPO ICE,Cybersecurity,2024-07-11,2025-02-22,0.5,Cloud Azure
Tours,100,Expert,Maureen Woodward,LVMH,Cybersecurity,2025-01-19,2025-04-03,0.5,Cloud Azure
Tours,100,Expert,Maureen Woodward,COVEA,Cybersecurity,2025-03-19,2025-04-09,0.5,Cloud Azure
Mtp,150,Sénior,Christopher Jenkins,congés,SSIS,2023-12-03,2023-12-17,1.0,Data Management
Mtp,150,Sénior,Christopher Jenkins,LVMH,SSIS,2023-12-18,2024-08-09,0.1,Data Management
Mtp,150,Sénior,Christopher Jenkins,La Poste,SSIS,2024-07-05,2024-07-23,0.9,Data Management
Mtp,150,Sénior,Christopher Jenkins,Société Générale,SSIS,2024-06-02,2024-10-27,0.1,Data Management
Mtp,150,Sénior,Christopher Jenkins,Engie,SSIS,2024-09-23,2025-04-27,0.9,Data Management
Mtp,100,Sénior,Julie Parsons,Fraikin,SAS,2023-08-31,2023-11-26,0.5,DSIA
Mtp,100,Sénior,Julie Parsons,COVEA,SAS,2023-09-14,2024-01-16,0.5,DSIA
Mtp,100,Sénior,Julie Parsons,Bouygues,SAS,2023-11-06,2024-08-27,0.5,DSIA
Mtp,100,Expert,Heather Waters,DISPO ICE,"Power BI, Azure, BO, Qlik",2024-07-31,2025-01-21,0.8,DataViz
Mtp,100,Expert,Heather Waters,Dalkia,"Power BI, Azure, BO, Qlik",2024-12-12,2025-01-24,0.2,DataViz
Mtp,100,Expert,Heather Waters,Club Med,"Power BI, Azure, BO, Qlik",2024-11-26,2025-07-25,0.8,DataViz
Mtp,100,Expert,Heather Waters,congés,"Power BI, Azure, BO, Qlik",2025-07-26,2025-08-09,1.0,DataViz
Mtp,100,Expert,Heather Waters,Bouygues,"Power BI, Azure, BO, Qlik",2025-08-10,2025-12-04,0.8,DataViz
Mtp,100,Confirmé,Eric Murray,Bouygues,MsBI/BO,2023-11-03,2024-07-04,0.5,Data Integration
Mtp,100,Confirmé,Eric Murray,Fraikin,MsBI/BO,2024-04-17,2025-04-15,0.5,Data Integration
Mtp,100,Confirmé,Eric Murray,Orange,MsBI/BO,2025-03-14,2025-06-03,0.5,Data Integration
Mtp,100,Confirmé,Eric Murray,La Poste,MsBI/BO,2025-03-13,2025-11-30,0.5,Data Integration
Mtp,100,Confirmé,Eric Murray,congés,MsBI/BO,2025-12-01,2025-12-15,1.0,Data Integration
Mtp,100,Confirmé,Eric Murray,Enedis,MsBI/BO,2025-12-16,2026-11-22,0.7,Data Integration
Paris,170,Junior,Brittany Whitaker,Engie,Datastage,2023-11-26,2024-10-11,0.8,Data Management
Paris,170,Junior,Brittany Whitaker,Enedis,Datastage,2024-08-16,2025-08-09,0.2,Data Management
Paris,170,Junior,Brittany Whitaker,Société Générale,Datastage,2025-07-05,2026-02-20,0.8,Data Management
Paris,170,Junior,Brittany Whitaker,BPCE,Datastage,2026-02-01,2026-04-15,0.2,Data Management
Paris,170,Junior,Brittany Whitaker,COVEA,Datastage,2026-03-27,2026-11-14,0.8,Data Management
Paris,170,Junior,Brittany Whitaker,Club Med,Datastage,2026-09-14,2026-12-11,0.2,Data Management
Paris,170,Junior,Brittany Whitaker,Fraikin,Datastage,2026-11-11,2027-06-25,0.8,Data Management
Tours,150,Confirmé,Michelle Brown,congés,Pilotage BT,2024-05-22,2024-06-05,1.0,DataViz
Tours,150,Confirmé,Michelle Brown,Engie,Pilotage BT,2024-06-06,2025-05-10,0.1,DataViz
Tours,150,Confirmé,Michelle Brown,Bouygues,Pilotage BT,2025-04-18,2025-08-06,0.9,DataViz
Tours,150,Confirmé,Michelle Brown,BPCE,Pilotage BT,2025-05-26,2026-02-12,0.1,DataViz
Tours,150,Confirmé,Michelle Brown,Orange,Pilotage BT,2026-01-02,2026-10-18,0.9,DataViz
Tours,150,Confirmé,Michelle Brown,Société Générale,Pilotage BT,2026-08-25,2027-08-02,0.1,DataViz
Tours,150,Confirmé,Michelle Brown,Fraikin,Pilotage BT,2027-05-15,2028-01-25,0.9,DataViz
Paris,115,Junior,Brian Curtis,Dalkia,Talend BD,2024-01-13,2024-12-22,0.5,MSBI
Paris,115,Junior,Brian Curtis,BPCE,Talend BD,2024-10-13,2025-03-10,0.5,MSBI
Paris,115,Junior,Brian Curtis,Société Générale,Talend BD,2025-01-01,2025-03-01,0.5,MSBI
Paris,115,Junior,Brian Curtis,Fraikin,Talend BD,2025-02-04,2025-10-22,0.5,MSBI
Paris,115,Junior,Brian Curtis,Club Med,Talend BD,2025-07-31,2026-04-04,0.5,MSBI
Paris,115,Junior,Brian Curtis,Bouygues,Talend BD,2026-01-27,2026-04-17,0.5,MSBI
Paris,115,Junior,Brian Curtis,DISPO ICE,Talend BD,2026-02-01,2026-10-29,0.5,MSBI
Tours,105,Confirmé,Crystal Long,Bouygues,Azure,2024-04-21,2025-02-16,0.2,MSBI
Tours,105,Confirmé,Crystal Long,Enedis,Azure,2025-01-14,2025-12-23,0.8,MSBI
Tours,105,Confirmé,Crystal Long,COVEA,Azure,2025-11-14,2026-03-05,0.2,MSBI
Tours,105,Confirmé,Crystal Long,La Poste,Azure,2025-12-16,2026-08-29,0.8,MSBI
Tours,105,Confirmé,Crystal Long,Engie,Azure,2026-06-21,2027-03-31,0.2,MSBI
Tours,105,Confirmé,Crystal Long,Société Générale,Azure,2027-01-16,2027-02-25,0.8,MSBI
Tours,105,Expert,Daniel Cardenas,Fraikin,Data Ing + Data S.,2024-07-29,2024-09-17,0.8,ODI
Tours,105,Expert,Daniel Cardenas,La Poste,Data Ing + Data S.,2024-07-26,2024-08-24,0.2,ODI
Tours,105,Expert,Daniel Cardenas,Enedis,Data Ing + Data S.,2024-07-25,2025-02-21,0.8,ODI
Tours,105,Expert,Daniel Cardenas,LVMH,Data Ing + Data S.,2025-01-23,2025-11-21,0.2,ODI
Tours,105,Expert,Daniel Cardenas,Club Med,Data Ing + Data S.,2025-11-04,2026-06-17,0.8,ODI
Tours,105,Expert,Daniel Cardenas,Société Générale,Data Ing + Data S.,2026-04-29,2027-02-08,0.2,ODI
Paris,170,Sénior,Jeffrey Welch,Fraikin,UX,2023-12-16,2024-11-04,0.8,ODI
Paris,170,Sénior,Jeffrey Welch,congés,UX,2024-11-05,2024-11-19,1.0,ODI
Paris,170,Sénior,Jeffrey Welch,DISPO ICE,UX,2024-11-20,2025-08-14,0.8,ODI
Paris,170,Sénior,Jeffrey Welch,LVMH,UX,2025-07-06,2025-09-07,0.2,ODI
Paris,170,Sénior,Jeffrey Welch,Bouygues,UX,2025-07-23,2025-08-02,0.8,ODI
Tours,105,Junior,Kurt Villarreal,congés,"Talend, Talend BD",2024-08-01,2024-08-15,1.0,DSIA
Tours,105,Junior,Kurt Villarreal,LVMH,"Talend, Talend BD",2024-08-16,2025-07-11,0.3,DSIA
Tours,105,Junior,Kurt Villarreal,Dalkia,"Talend, Talend BD",2025-04-18,2025-07-30,0.7,DSIA
Tours,105,Junior,Kurt Villarreal,BPCE,"Talend, Talend BD",2025-07-10,2025-12-01,0.3,DSIA
Tours,105,Junior,Kurt Villarreal,Bouygues,"Talend, Talend BD",2025-11-06,2026-09-22,0.7,DSIA
Tours,105,Junior,Kurt Villarreal,Fraikin,"Talend, Talend BD",2026-07-04,2026-08-10,0.3,DSIA
Tours,105,Sénior,Lawrence Tucker,Dalkia,SAS,2024-02-23,2025-01-18,0.2,DataViz
Tours,105,Sénior,Lawrence Tucker,Fraikin,SAS,2024-11-23,2025-08-12,0.8,DataViz
Tours,105,Sénior,Lawrence Tucker,Club Med,SAS,2025-05-20,2025-09-18,0.2,DataViz
Paris,170,Junior,Sarah Mccoy,Club Med,SSIS,2024-02-01,2024-02-27,0.5,Cloud Azure
Paris,170,Junior,Sarah Mccoy,Bouygues,SSIS,2024-02-07,2024-09-10,0.5,Cloud Azure
Paris,170,Junior,Sarah Mccoy,LVMH,SSIS,2024-07-31,2025-04-24,0.5,Cloud Azure
Paris,170,Junior,Sarah Mccoy,Enedis,SSIS,2025-02-11,2025-12-11,0.5,Cloud Azure
Paris,170,Junior,Sarah Mccoy,Fraikin,SSIS,2025-09-24,2026-04-29,0.5,Cloud Azure
Paris,170,Junior,Sarah Mccoy,Orange,SSIS,2026-02-11,2026-06-05,0.5,Cloud Azure
Tours,150,Sénior,Tonya Cox,DISPO ICE,MsBI/BO,2024-03-07,2024-12-05,0.5,MSBI
Tours,150,Sénior,Tonya Cox,Enedis,MsBI/BO,2024-10-06,2024-10-11,0.5,MSBI
Tours,150,Sénior,Tonya Cox,COVEA,MsBI/BO,2024-09-11,2025-08-30,0.5,MSBI
Tours,150,Sénior,Tonya Cox,Dalkia,MsBI/BO,2025-06-08,2025-10-09,0.5,MSBI
Mtp,100,Confirmé,Terry Mata,Club Med,UX,2024-02-29,2024-12-03,0.5,DataViz
Mtp,100,Confirmé,Terry Mata,La Poste,UX,2024-09-21,2025-02-18,0.5,DataViz
Mtp,100,Confirmé,Terry Mata,Société Générale,UX,2024-12-24,2025-09-08,0.5,DataViz
Mtp,100,Confirmé,Terry Mata,BPCE,UX,2025-06-30,2026-04-27,0.5,DataViz
Mtp,100,Confirmé,Terry Mata,Dalkia,UX,2026-02-23,2027-01-18,0.5,DataViz
Tours,100,Junior,Carol Woodard,LVMH,"Informatica stambia, talend, datastage",2024-07-17,2024-08-17,0.5,Cloud Azure
Tours,100,Junior,Carol Woodard,DISPO ICE,"Informatica stambia, talend, datastage",2024-07-29,2024-10-22,0.5,Cloud Azure
Tours,100,Junior,Carol Woodard,congés,"Informatica stambia, talend, datastage",2024-10-23,2024-11-06,1.0,Cloud Azure
Tours,100,Junior,Carol Woodard,Enedis,"Informatica stambia, talend, datastage",2024-11-07,2025-03-04,1.0,Cloud Azure
Tours,100,Junior,Carol Woodard,Bouygues,"Informatica stambia, talend, datastage",2024-12-22,2025-09-28,0.0,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,COVEA,DevOps,2023-12-09,2024-08-04,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,Dalkia,DevOps,2024-05-18,2025-01-19,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,LVMH,DevOps,2024-11-06,2024-11-08,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,Orange,DevOps,2024-09-08,2025-05-16,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,Bouygues,DevOps,2025-02-22,2025-09-08,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,Fraikin,DevOps,2025-08-03,2026-03-10,0.5,Cloud Azure
Tours,170,Confirmé,Ms. Brianna Bell,Société Générale,DevOps,2026-01-06,2026-11-27,0.5,Cloud Azure
Tours,105,Sénior,Tammy Lewis,Orange,Cybersecurity,2023-11-16,2024-10-05,0.8,MSBI
Tours,105,Sénior,Tammy Lewis,Société Générale,Cybersecurity,2024-08-18,2025-02-13,0.2,MSBI
Tours,105,Sénior,Tammy Lewis,Club Med,Cybersecurity,2024-12-29,2025-11-22,0.8,MSBI
Tours,105,Sénior,Tammy Lewis,DISPO ICE,Cybersecurity,2025-10-27,2026-02-05,0.2,MSBI
Tours,105,Sénior,Tammy Lewis,Fraikin,Cybersecurity,2025-12-08,2026-01-09,0.8,MSBI
Tours,105,Sénior,Tammy Lewis,Enedis,Cybersecurity,2025-12-21,2026-10-23,0.2,MSBI
Tours,105,Sénior,Tammy Lewis,Dalkia,Cybersecurity,2026-09-25,2027-04-17,0.8,MSBI
Tours,105,Sénior,Tammy Lewis,La Poste,Cybersecurity,2027-01-28,2027-05-14,0.2,MSBI
Tours,170,Junior,Antonio Nelson,Dalkia,SAS,2023-12-29,2024-12-10,0.8,DSIA
Tours,170,Junior,Antonio Nelson,Club Med,SAS,2024-10-25,2025-08-22,0.2,DSIA
Tours,170,Junior,Antonio Nelson,LVMH,SAS,2025-06-08,2026-01-28,0.8,DSIA
Tours,170,Junior,Antonio Nelson,Bouygues,SAS,2025-12-17,2026-06-18,0.2,DSIA
Paris,100,Junior,Mr. Thomas Jefferson,Club Med,"Talend, Talend BD",2024-01-03,2024-11-11,0.8,Data Integration
Paris,100,Junior,Mr. Thomas Jefferson,COVEA,"Talend, Talend BD",2024-09-16,2025-01-18,0.2,Data Integration
Paris,100,Junior,Mr. Thomas Jefferson,congés,"Talend, Talend BD",2025-01-19,2025-02-02,1.0,Data Integration
Paris,100,Junior,Mr. Thomas Jefferson,LVMH,"Talend, Talend BD",2025-02-03,2025-04-01,0.9,Data Integration
Paris,100,Junior,Mr. Thomas Jefferson,Engie,"Talend, Talend BD",2025-01-24,2025-01-25,0.1,Data Integration
Paris,170,Confirmé,Monica Hernandez,Club Med,MsBI/BO,2024-02-20,2024-11-16,0.5,Data Management
Paris,170,Confirmé,Monica Hernandez,DISPO ICE,MsBI/BO,2024-09-16,2025-08-03,0.5,Data Management
Paris,170,Confirmé,Monica Hernandez,LVMH,MsBI/BO,2025-07-13,2026-06-14,0.5,Data Management
Tours,150,Junior,Jamie Horne,DISPO ICE,SAS,2023-11-10,2024-05-14,0.5,Data Management
Tours,150,Junior,Jamie Horne,Enedis,SAS,2024-02-25,2024-09-12,0.5,Data Management
Tours,150,Junior,Jamie Horne,BPCE,SAS,2024-07-16,2025-04-15,0.5,Data Management
Tours,150,Junior,Jamie Horne,Orange,SAS,2025-02-05,2025-09-17,0.5,Data Management
Tours,150,Junior,Jamie Horne,Fraikin,SAS,2025-08-02,2025-08-25,0.5,Data Management
Tours,150,Junior,Jamie Horne,Club Med,SAS,2025-07-10,2025-10-20,0.5,Data Management
Tours,170,Sénior,Jerry Simpson,Bouygues,UX,2024-02-15,2024-08-24,0.8,Data Management
Tours,170,Sénior,Jerry Simpson,Orange,UX,2024-08-07,2024-08-26,0.2,Data Management
Tours,170,Sénior,Jerry Simpson,La Poste,UX,2024-06-09,2025-03-30,0.8,Data Management
Tours,170,Sénior,Jerry Simpson,Dalkia,UX,2025-03-15,2025-08-15,0.2,Data Management
Tours,170,Sénior,Jerry Simpson,LVMH,UX,2025-07-11,2025-07-13,0.8,Data Management
Tours,170,Sénior,Jerry Simpson,BPCE,UX,2025-06-06,2026-04-23,0.2,Data Management
Tours,170,Sénior,Jerry Simpson,Fraikin,UX,2026-01-30,2026-11-22,0.8,Data Management
Tours,170,Sénior,Jerry Simpson,DISPO ICE,UX,2026-09-02,2026-10-14,0.2,Data Management
Tours,115,Confirmé,Theresa Reilly,COVEA,UX,2024-05-11,2024-06-28,0.8,Cloud Azure
Tours,115,Confirmé,Theresa Reilly,Club Med,UX,2024-06-03,2025-03-15,0.2,Cloud Azure
Tours,115,Confirmé,Theresa Reilly,Bouygues,UX,2025-02-08,2026-01-05,0.8,Cloud Azure
Mtp,115,Sénior,Brett Ball,BPCE,Azure,2023-11-09,2023-11-24,0.8,TALEND
Mtp,115,Sénior,Brett Ball,Engie,Azure,2023-09-14,2024-01-01,0.2,TALEND
Mtp,115,Sénior,Brett Ball,Orange,Azure,2023-11-26,2024-03-19,0.8,TALEND
Paris,100,Confirmé,Carolyn Ortega,congés,Data Ing + Data S.,2023-09-14,2023-09-28,1.0,Data Integration
Paris,100,Confirmé,Carolyn Ortega,Bouygues,Data Ing + Data S.,2023-09-29,2024-04-16,1.0,Data Integration
Paris,100,Confirmé,Carolyn Ortega,Engie,Data Ing + Data S.,2024-03-17,2024-06-04,0.0,Data Integration
Paris,100,Confirmé,Carolyn Ortega,BPCE,Data Ing + Data S.,2024-05-02,2024-05-27,1.0,Data Integration
Paris,170,Confirmé,Sandra Smith,LVMH,Cybersecurity,2023-12-23,2024-12-20,0.8,TALEND
Paris,170,Confirmé,Sandra Smith,congés,Cybersecurity,2024-12-21,2025-01-04,1.0,TALEND
Paris,170,Confirmé,Sandra Smith,Enedis,Cybersecurity,2025-01-05,2025-03-06,0.1,TALEND
Paris,170,Confirmé,Sandra Smith,La Poste,Cybersecurity,2025-02-15,2025-07-11,0.9,TALEND
Paris,170,Confirmé,Sandra Smith,BPCE,Cybersecurity,2025-05-02,2026-01-02,0.1,TALEND
Paris,170,Confirmé,Sandra Smith,Club Med,Cybersecurity,2025-11-14,2026-07-17,0.9,TALEND
Paris,170,Confirmé,Sandra Smith,Orange,Cybersecurity,2026-06-10,2027-02-04,0.1,TALEND
Tours,115,Junior,Kristin Lynch,Société Générale,Pilotage BT,2024-01-06,2024-09-04,0.8,ODI
Tours,115,Junior,Kristin Lynch,congés,Pilotage BT,2024-09-05,2024-09-19,1.0,ODI
Tours,115,Junior,Kristin Lynch,Enedis,Pilotage BT,2024-09-20,2025-07-30,0.8,ODI
Mtp,170,Sénior,Anthony Johnson,LVMH,DevOps,2024-04-23,2025-03-20,0.2,Data Integration
Mtp,170,Sénior,Anthony Johnson,COVEA,DevOps,2025-02-21,2025-05-10,0.8,Data Integration
Mtp,170,Sénior,Anthony Johnson,Enedis,DevOps,2025-03-29,2025-12-07,0.2,Data Integration
Paris,150,Sénior,Paul Roman,Enedis,"Power BI, Azure, BO, Qlik",2024-03-10,2024-11-26,0.8,ODI
Paris,150,Sénior,Paul Roman,COVEA,"Power BI, Azure, BO, Qlik",2024-10-17,2025-09-06,0.2,ODI
Paris,150,Sénior,Paul Roman,DISPO ICE,"Power BI, Azure, BO, Qlik",2025-08-05,2026-01-14,0.8,ODI
Paris,150,Sénior,Paul Roman,Club Med,"Power BI, Azure, BO, Qlik",2025-11-12,2026-03-23,0.2,ODI
Paris,150,Sénior,Paul Roman,Orange,"Power BI, Azure, BO, Qlik",2026-02-16,2026-07-18,0.8,ODI
Paris,150,Sénior,Paul Roman,congés,"Power BI, Azure, BO, Qlik",2026-07-19,2026-08-02,1.0,ODI
Mtp,170,Sénior,Randall Russell,Orange,"Talend, Talend BD",2024-08-07,2025-08-02,0.8,DataViz
Mtp,170,Sénior,Randall Russell,congés,"Talend, Talend BD",2025-08-03,2025-08-17,1.0,DataViz
Mtp,170,Sénior,Randall Russell,Enedis,"Talend, Talend BD",2025-08-18,2026-05-04,0.9,DataViz
Mtp,170,Sénior,Randall Russell,Société Générale,"Talend, Talend BD",2026-04-13,2026-09-22,0.1,DataViz
Mtp,170,Sénior,Randall Russell,COVEA,"Talend, Talend BD",2026-07-11,2027-03-23,0.9,DataViz
Mtp,170,Sénior,Randall Russell,BPCE,"Talend, Talend BD",2027-01-29,2027-12-31,0.1,DataViz
Tours,170,Junior,Daniel Lewis,LVMH,Talend BD,2023-09-06,2023-11-21,0.5,DSIA
Tours,170,Junior,Daniel Lewis,Enedis,Talend BD,2023-10-07,2024-01-16,0.5,DSIA
Tours,170,Junior,Daniel Lewis,Fraikin,Talend BD,2023-10-26,2024-07-15,0.5,DSIA
Tours,170,Junior,Daniel Lewis,Engie,Talend BD,2024-06-08,2025-04-26,0.5,DSIA
Tours,170,Junior,Daniel Lewis,Orange,Talend BD,2025-02-21,2025-09-04,0.5,DSIA
Tours,170,Junior,Daniel Lewis,La Poste,Talend BD,2025-07-27,2026-01-01,0.5,DSIA
Tours,170,Junior,Daniel Lewis,Dalkia,Talend BD,2025-11-14,2026-09-18,0.5,DSIA
Mtp,170,Junior,Beth Daugherty,Engie,Azure,2023-11-23,2024-11-07,0.2,Data Management
Mtp,170,Junior,Beth Daugherty,Orange,Azure,2024-09-22,2025-01-06,0.8,Data Management
Mtp,170,Junior,Beth Daugherty,Bouygues,Azure,2024-11-10,2025-03-25,0.2,Data Management
Mtp,170,Junior,Beth Daugherty,DISPO ICE,Azure,2025-02-07,2025-06-10,0.8,Data Management
Mtp,170,Junior,Beth Daugherty,Société Générale,Azure,2025-05-23,2026-02-09,0.2,Data Management
Tours,170,Confirmé,Sharon Reed,Engie,DevOps,2024-08-18,2024-12-11,0.5,DSIA
Tours,170,Confirmé,Sharon Reed,Bouygues,DevOps,2024-10-13,2025-09-18,0.5,DSIA
Tours,170,Confirmé,Sharon Reed,Enedis,DevOps,2025-08-05,2026-06-30,0.5,DSIA
Paris,170,Expert,Brittany Lopez,LVMH,Direction de projet,2023-10-06,2024-08-07,0.8,DataViz
Paris,170,Expert,Brittany Lopez,Orange,Direction de projet,2024-06-28,2024-11-28,0.2,DataViz
Paris,170,Expert,Brittany Lopez,La Poste,Direction de projet,2024-09-24,2025-08-21,0.8,DataViz
Paris,170,Expert,Brittany Lopez,DISPO ICE,Direction de projet,2025-06-18,2026-04-17,0.2,DataViz
Paris,170,Expert,Brittany Lopez,Enedis,Direction de projet,2026-03-03,2026-07-08,0.8,DataViz
Paris,170,Expert,Brittany Lopez,BPCE,Direction de projet,2026-04-25,2026-07-09,0.2,DataViz
Paris,170,Expert,Brittany Lopez,Société Générale,Direction de projet,2026-06-11,2027-05-22,0.8,DataViz
Tours,150,Expert,Amy Jones,Fraikin,MsBI/BO,2024-01-07,2024-11-17,0.5,Data Integration
Tours,150,Expert,Amy Jones,BPCE,MsBI/BO,2024-09-08,2025-06-19,0.5,Data Integration
Tours,150,Expert,Amy Jones,La Poste,MsBI/BO,2025-04-19,2025-09-06,0.5,Data Integration
Tours,150,Expert,Amy Jones,Orange,MsBI/BO,2025-07-10,2026-03-04,0.5,Data Integration
Tours,150,Expert,Amy Jones,Société Générale,MsBI/BO,2026-01-11,2026-11-01,0.5,Data Integration
Tours,150,Expert,Amy Jones,Enedis,MsBI/BO,2026-08-25,2027-04-06,0.5,Data Integration
Tours,100,Confirmé,John Ramirez,LVMH,Direction de projet,2024-04-15,2025-03-08,0.2,DSIA
Tours,100,Confirmé,John Ramirez,Engie,Direction de projet,2025-01-25,2025-12-16,0.8,DSIA
